NACA 63615
1.000000  -0.000000
0.999000  0.000156
0.995000  0.000832
0.990000  0.001745
0.985000  0.002711
0.980000  0.003722
0.975000  0.004769
0.970000  0.005849
0.960000  0.008099
0.950000  0.010456
0.940000  0.012905
0.920000  0.018055
0.900000  0.023494
0.880000  0.029123
0.860000  0.034576
0.840000  0.040414
0.820000  0.046143
0.800000  0.051640
0.780000  0.056762
0.760000  0.061658
0.740000  0.066354
0.720000  0.070859
0.700000  0.075173
0.680000  0.079300
0.660000  0.083230
0.640000  0.086957
0.620000  0.090466
0.600000  0.093747
0.580000  0.096795
0.560000  0.099609
0.540000  0.102174
0.520000  0.104478
0.500000  0.106518
0.480000  0.108275
0.460000  0.109732
0.440000  0.110876
0.420000  0.111698
0.400000  0.112171
0.380000  0.112284
0.360000  0.112027
0.340000  0.111378
0.320000  0.110341
0.300000  0.108901
0.280000  0.107063
0.260000  0.104820
0.240000  0.102178
0.220000  0.099127
0.200000  0.095639
0.180000  0.091681
0.160000  0.087209
0.140000  0.082179
0.120000  0.076531
0.100000  0.070170
0.090000  0.066677
0.080000  0.062939
0.070000  0.058927
0.060000  0.054588
0.055000  0.052273
0.050000  0.049845
0.045000  0.047289
0.040000  0.044591
0.035000  0.041731
0.030000  0.038690
0.025000  0.035435
0.020000  0.031922
0.018000  0.030427
0.016000  0.028866
0.015000  0.028058
0.014000  0.027228
0.013000  0.026376
0.012000  0.025496
0.011000  0.024587
0.010000  0.023644
0.009000  0.022662
0.008000  0.021636
0.007000  0.020558
0.006000  0.019415
0.005000  0.018193
0.004500  0.017547
0.004000  0.016874
0.003500  0.016170
0.003000  0.015428
0.002500  0.014643
0.002000  0.013803
0.001800  0.013449
0.001600  0.013084
0.001400  0.012704
0.001200  0.012311
0.001000  0.011902
0.000800  0.011472
0.000600  0.011020
0.000500  0.010783
0.000400  0.010538
0.000300  0.010285
0.000200  0.010022
0.000100  0.009749
0.000050  0.009608
0.000000  0.000000
0.000050  -0.000088
0.000100  -0.000173
0.000200  -0.000342
0.000300  -0.000509
0.000400  -0.000676
0.000500  -0.000847
0.000600  -0.001021
0.000800  -0.001389
0.001000  -0.001755
0.001200  -0.002109
0.001400  -0.002454
0.001600  -0.002788
0.001800  -0.003112
0.002000  -0.003424
0.002500  -0.004159
0.003000  -0.004836
0.003500  -0.005463
0.004000  -0.006047
0.004500  -0.006593
0.005000  -0.007106
0.006000  -0.008048
0.007000  -0.008897
0.008000  -0.009669
0.009000  -0.010381
0.010000  -0.011040
0.011000  -0.011655
0.012000  -0.012230
0.013000  -0.012772
0.014000  -0.013284
0.015000  -0.013768
0.016000  -0.014228
0.018000  -0.015086
0.020000  -0.015877
0.025000  -0.017626
0.030000  -0.019150
0.035000  -0.020523
0.040000  -0.021783
0.045000  -0.022947
0.050000  -0.024028
0.055000  -0.025029
0.060000  -0.025961
0.070000  -0.027637
0.080000  -0.029107
0.090000  -0.030416
0.100000  -0.031595
0.120000  -0.033622
0.140000  -0.035291
0.160000  -0.036662
0.180000  -0.037768
0.200000  -0.038624
0.220000  -0.039249
0.240000  -0.039662
0.260000  -0.039876
0.280000  -0.039903
0.300000  -0.039725
0.320000  -0.039337
0.340000  -0.038726
0.360000  -0.037901
0.380000  -0.036854
0.400000  -0.035602
0.420000  -0.034156
0.440000  -0.032525
0.460000  -0.030742
0.480000  -0.028815
0.500000  -0.026764
0.520000  -0.024609
0.540000  -0.022374
0.560000  -0.020069
0.580000  -0.017714
0.600000  -0.015331
0.620000  -0.012928
0.640000  -0.010524
0.660000  -0.008143
0.680000  -0.005814
0.700000  -0.003563
0.720000  -0.001423
0.740000  0.000580
0.760000  0.002398
0.780000  0.003981
0.800000  0.005228
0.820000  0.005970
0.840000  0.006331
0.860000  0.006444
0.880000  0.006627
0.900000  0.006248
0.920000  0.005691
0.940000  0.004866
0.950000  0.004338
0.960000  0.003723
0.970000  0.003007
0.975000  0.002607
0.980000  0.002176
0.985000  0.001710
0.990000  0.001201
0.995000  0.000640
0.999000  0.000139
1.000000  0.000000
